,predicted,targets,R_mean
7510,1.0,1.0,0.33509156
7511,1.0,1.0,0.09957863
7512,4.0,4.0,0.5682729
7513,3.0,3.0,0.18538901
7514,4.0,4.0,0.2252586
7515,4.0,4.0,0.1598554
7516,6.0,6.0,0.012715585
7517,6.0,6.0,0.27295136
7518,7.0,7.0,0.20334773
7519,7.0,7.0,0.21510085
7520,6.0,6.0,0.20547985
7521,3.0,3.0,0.44951776
7522,5.0,5.0,0.45094177
7523,5.0,5.0,0.15022324
7524,6.0,6.0,0.005040844
7525,8.0,8.0,0.2534174
7526,4.0,4.0,0.08345179
7527,0.0,0.0,0.19292092
7528,3.0,3.0,0.10634861
7529,4.0,4.0,0.05871499
7530,6.0,6.0,0.13633607
7531,7.0,7.0,0.14060739
7532,8.0,8.0,0.28197283
7533,7.0,7.0,0.7351074
7534,4.0,4.0,0.3780614
7535,4.0,4.0,0.37542602
7536,5.0,5.0,0.27459764
7537,5.0,5.0,0.08697993
7538,1.0,1.0,0.37463117
7539,2.0,2.0,0.28973657
7540,1.0,1.0,0.08689135
7541,4.0,4.0,0.054806236
7542,5.0,5.0,0.36753032
7543,8.0,8.0,0.07182714
7544,0.0,0.0,0.20194647
7545,8.0,8.0,0.27333203
7546,6.0,6.0,0.41143882
7547,4.0,4.0,0.27788264
7548,8.0,8.0,0.03790927
7549,9.0,9.0,0.34058392
7550,3.0,3.0,0.050611664
7551,8.0,8.0,0.034602616
7552,3.0,3.0,0.050988976
7553,3.0,3.0,0.15087382
7554,2.0,2.0,0.24702623
7555,0.0,0.0,0.03891378
7556,3.0,3.0,0.17202626
7557,3.0,3.0,0.12096783
7558,1.0,1.0,0.307959
7559,4.0,4.0,0.042178713
7560,5.0,5.0,0.14762954
7561,3.0,3.0,0.22751506
7562,9.0,9.0,0.048124783
7563,5.0,5.0,0.13756625
7564,7.0,7.0,0.4452175
7565,4.0,4.0,0.16194646
7566,7.0,7.0,0.11795814
7567,8.0,8.0,0.02619209
7568,9.0,9.0,0.0055993847
7569,9.0,9.0,0.2924425
7570,2.0,2.0,0.4180005
7571,0.0,0.0,0.004419689
7572,1.0,1.0,0.15627736
7573,1.0,1.0,0.023040026
7574,6.0,6.0,0.21139325
7575,8.0,8.0,0.032317553
7576,6.0,6.0,0.20432371
7577,3.0,3.0,0.31230703
7578,1.0,1.0,0.11818314
7579,2.0,2.0,0.2194358
7580,3.0,3.0,0.010927289
7581,1.0,1.0,0.24499172
7582,5.0,5.0,0.1888938
7583,2.0,2.0,0.10372492
7584,7.0,7.0,0.045403987
7585,8.0,8.0,0.26024318
7586,0.0,0.0,0.57735354
7587,5.0,5.0,0.18320893
7588,4.0,4.0,0.08821282
7589,3.0,3.0,0.12090019
7590,0.0,0.0,0.18219246
7591,8.0,8.0,0.30949503
7592,9.0,9.0,0.5873305
7593,9.0,9.0,0.1399802
7594,7.0,7.0,0.19193004
7595,1.0,1.0,0.23913907
7596,2.0,2.0,0.05909309
7597,7.0,7.0,0.123408824
7598,6.0,6.0,0.18066348
7599,1.0,1.0,0.4001571
7600,0.0,0.0,0.10060568
7601,9.0,9.0,0.039698984
7602,8.0,8.0,0.29826376
7603,9.0,9.0,0.35245517
7604,5.0,5.0,0.09819611
7605,3.0,3.0,0.2997231
7606,1.0,1.0,0.009358653
7607,3.0,3.0,0.26356167
7608,1.0,1.0,0.30870944
7609,3.0,3.0,0.20706843
7610,8.0,8.0,0.32993752
7611,8.0,8.0,0.44505852
7612,4.0,4.0,0.04829625
7613,6.0,6.0,0.030973716
7614,6.0,6.0,0.44325745
7615,1.0,1.0,0.35606405
7616,8.0,8.0,0.009360609
7617,8.0,8.0,0.3617469
7618,9.0,9.0,0.18202756
7619,0.0,0.0,0.23688717
7620,9.0,9.0,0.13416381
7621,5.0,5.0,0.0932135
7622,0.0,0.0,0.80427414
7623,0.0,0.0,0.1171165
7624,2.0,2.0,0.06230395
7625,6.0,6.0,0.31993863
7626,5.0,5.0,0.10418709
7627,4.0,4.0,0.20993395
7628,9.0,9.0,0.29003713
7629,5.0,5.0,0.38223234
7630,4.0,4.0,0.3092307
7631,1.0,1.0,0.18452905
7632,0.0,0.0,0.25665706
7633,4.0,4.0,0.15123695
7634,8.0,8.0,0.09683142
7635,1.0,1.0,0.24358022
7636,2.0,2.0,0.060757123
7637,8.0,8.0,0.2407215
7638,3.0,3.0,0.2111846
7639,6.0,6.0,0.23772295
7640,2.0,2.0,0.09712302
7641,9.0,9.0,0.34361404
7642,1.0,1.0,0.07712739
7643,9.0,9.0,0.3688753
7644,4.0,4.0,0.17229705
7645,6.0,6.0,0.068468295
7646,2.0,2.0,0.13093339
7647,5.0,5.0,0.15183885
7648,9.0,9.0,0.40902686
7649,5.0,5.0,0.168033
7650,5.0,5.0,0.26693746
7651,1.0,1.0,0.095483266
7652,5.0,5.0,0.21816958
7653,6.0,6.0,0.15825917
7654,1.0,1.0,0.31902903
7655,0.0,0.0,0.01620099
7656,5.0,5.0,0.071126126
7657,2.0,2.0,0.090548895
7658,3.0,3.0,0.17785974
7659,5.0,5.0,0.47678486
7660,9.0,9.0,0.06598527
7661,6.0,6.0,0.2457415
7662,7.0,7.0,0.048487537
7663,2.0,2.0,0.2540957
7664,5.0,5.0,0.197081
7665,7.0,7.0,0.089589715
7666,8.0,8.0,0.13176592
7667,5.0,5.0,0.11266416
7668,1.0,1.0,0.305108
7669,6.0,6.0,0.015654186
7670,1.0,1.0,0.12782696
7671,7.0,7.0,0.46018127
7672,9.0,9.0,0.25644135
7673,7.0,7.0,0.1224103
7674,9.0,9.0,0.29889926
7675,7.0,7.0,0.14038579
7676,0.0,0.0,0.22009158
7677,3.0,3.0,0.30122048
7678,0.0,0.0,0.26599443
7679,1.0,1.0,0.30411664
7680,7.0,7.0,0.29633856
7681,4.0,4.0,0.21584657
7682,6.0,6.0,0.07443164
7683,5.0,5.0,0.63479495
7684,2.0,2.0,0.18586668
7685,2.0,2.0,0.006455123
7686,6.0,6.0,0.12047496
7687,7.0,7.0,0.11401568
7688,1.0,1.0,0.20878604
7689,4.0,4.0,0.22876143
7690,6.0,6.0,0.5378834
7691,0.0,0.0,0.35602376
7692,2.0,2.0,0.32221112
7693,2.0,2.0,0.017519645
7694,6.0,6.0,0.44978774
7695,6.0,6.0,0.09371648
7696,2.0,2.0,0.8470237
7697,3.0,3.0,0.18981741
7698,2.0,2.0,0.30243182
7699,1.0,1.0,0.12594123
7700,4.0,4.0,0.020851448
7701,3.0,3.0,0.040789247
7702,1.0,1.0,0.51111275
7703,7.0,7.0,0.11528199
7704,9.0,9.0,0.14214982
7705,7.0,7.0,0.2259187
7706,2.0,2.0,0.027008764
7707,7.0,7.0,0.04466949
7708,7.0,7.0,0.09994188
7709,9.0,9.0,0.12822671
7710,0.0,0.0,0.14236638
7711,6.0,6.0,0.31269908
7712,3.0,3.0,0.18368854
7713,8.0,8.0,0.17875396
7714,6.0,6.0,0.20059171
7715,1.0,1.0,0.27687848
7716,0.0,0.0,0.25919816
7717,5.0,5.0,0.19247356
7718,4.0,4.0,0.095331654
7719,9.0,9.0,0.30779797
7720,9.0,9.0,0.23024048
7721,0.0,0.0,0.27361584
7722,0.0,0.0,0.041169588
7723,6.0,6.0,0.17433047
7724,7.0,7.0,0.044854634
7725,7.0,7.0,0.027531117
7726,0.0,0.0,0.12106644
7727,4.0,4.0,0.29806653
7728,1.0,1.0,0.15254952
7729,5.0,5.0,0.013163934
7730,7.0,7.0,0.48974866
7731,2.0,2.0,0.009271101
7732,5.0,5.0,0.017883578
7733,2.0,2.0,0.043231446
7734,6.0,6.0,0.34586015
7735,9.0,9.0,0.010359587
7736,5.0,5.0,0.09712978
7737,6.0,6.0,0.13825776
7738,1.0,1.0,0.07132862
7739,5.0,5.0,0.31227437
7740,6.0,6.0,0.51459783
7741,2.0,2.0,0.18716064
7742,6.0,6.0,0.3450794
7743,5.0,5.0,0.555261
7744,0.0,0.0,0.29381335
7745,3.0,3.0,0.27792218
7746,2.0,2.0,0.11935148
7747,1.0,1.0,0.12704068
7748,2.0,2.0,0.3743447
7749,9.0,9.0,0.024785664
7750,0.0,0.0,0.05374086
7751,5.0,5.0,0.21968651
7752,8.0,8.0,0.4611081
7753,9.0,9.0,0.35933432
7754,0.0,0.0,0.19073072
7755,1.0,1.0,0.30807889
7756,4.0,4.0,0.09494533
7757,7.0,7.0,0.26391995
7758,1.0,1.0,0.26852015
7759,1.0,1.0,0.11838133
7760,1.0,1.0,0.38669968
7761,2.0,2.0,0.05233604
7762,5.0,5.0,0.11876082
7763,7.0,7.0,0.3319067
7764,4.0,4.0,0.0076071187
7765,3.0,3.0,0.09809851
7766,8.0,8.0,0.093918204
7767,3.0,3.0,0.3142048
7768,0.0,0.0,0.076725535
7769,0.0,0.0,0.028863803
7770,0.0,0.0,0.24370648
7771,5.0,5.0,0.15648974
7772,4.0,4.0,0.21515834
7773,9.0,9.0,0.25264823
7774,9.0,9.0,0.16910467
7775,5.0,5.0,0.092498206
7776,6.0,6.0,0.108542405
7777,7.0,7.0,0.115980685
7778,9.0,9.0,0.06423594
7779,4.0,4.0,0.25672907
7780,7.0,7.0,0.13260768
7781,7.0,7.0,0.16609183
7782,2.0,2.0,0.19129966
7783,0.0,0.0,0.24760762
7784,7.0,7.0,0.050645005
7785,4.0,4.0,0.42435846
7786,6.0,6.0,0.05613843
7787,1.0,1.0,0.093290195
7788,9.0,9.0,0.063865535
7789,3.0,3.0,0.03628868
7790,1.0,1.0,0.053173635
7791,4.0,4.0,0.2985073
7792,0.0,0.0,0.02913137
7793,0.0,0.0,0.25533155
7794,3.0,3.0,0.2253421
7795,5.0,5.0,0.15139095
7796,8.0,8.0,0.38155198
7797,8.0,8.0,0.08684598
7798,8.0,8.0,0.28538835
7799,8.0,8.0,0.42122483
7800,0.0,0.0,0.015116528
7801,0.0,0.0,0.14986953
7802,2.0,2.0,0.1572932
7803,2.0,2.0,0.28276733
7804,2.0,2.0,0.14800605
7805,1.0,1.0,0.0026579574
7806,9.0,9.0,0.0096200565
7807,6.0,6.0,0.1888985
7808,3.0,3.0,0.4327594
7809,9.0,9.0,0.042284355
7810,0.0,0.0,0.182537
7811,9.0,9.0,0.12157356
7812,8.0,8.0,0.0046799397
7813,5.0,5.0,0.016167628
7814,4.0,4.0,0.03586904
7815,3.0,3.0,0.15936905
7816,4.0,4.0,0.35080522
7817,6.0,6.0,0.3122609
7818,9.0,9.0,0.31352052
7819,1.0,1.0,0.13057594
7820,3.0,3.0,0.048060384
7821,3.0,3.0,0.040678423
7822,5.0,5.0,0.15529889
7823,1.0,1.0,0.08425014
7824,2.0,2.0,0.29236615
7825,2.0,2.0,0.08936517
7826,9.0,9.0,0.25561032
7827,0.0,0.0,0.12132279
7828,8.0,8.0,0.48014146
7829,3.0,3.0,0.430643
7830,4.0,4.0,0.5813262
7831,0.0,0.0,0.2583902
7832,7.0,7.0,0.002267243
7833,7.0,7.0,0.25728458
7834,6.0,6.0,0.112711765
7835,9.0,9.0,0.23799232
7836,3.0,3.0,0.0796078
7837,9.0,9.0,0.4866319
7838,5.0,5.0,0.14265616
7839,1.0,1.0,0.08821348
7840,4.0,4.0,0.0025891317
7841,7.0,7.0,0.38547188
7842,4.0,4.0,0.15068208
7843,3.0,3.0,0.194491
7844,5.0,5.0,0.38073832
7845,0.0,0.0,0.15643828
7846,1.0,1.0,0.23184337
7847,6.0,6.0,0.109210975
7848,2.0,2.0,0.14014204
7849,8.0,8.0,0.15517658
7850,5.0,5.0,0.4420994
7851,0.0,0.0,0.11478221
7852,6.0,6.0,0.5562782
7853,3.0,3.0,0.07349377
7854,2.0,2.0,0.3248972
7855,8.0,8.0,0.3332358
7856,2.0,2.0,0.111684114
7857,8.0,8.0,0.11317867
7858,2.0,2.0,0.100364365
7859,9.0,9.0,0.065641984
7860,8.0,8.0,0.11652545
7861,6.0,6.0,0.29706338
7862,6.0,6.0,0.07027362
7863,0.0,0.0,0.064380065
7864,5.0,5.0,0.68691707
7865,6.0,6.0,0.15466009
7866,5.0,5.0,0.01115984
7867,8.0,8.0,0.22984259
7868,7.0,7.0,0.16229878
7869,1.0,1.0,0.18433723
7870,0.0,0.0,0.4589853
7871,6.0,6.0,0.22694404
7872,2.0,2.0,0.15069127
7873,7.0,7.0,0.35277423
7874,2.0,2.0,0.4574075
7875,7.0,7.0,0.119435094
7876,8.0,8.0,0.2818939
7877,0.0,0.0,0.24900591
7878,9.0,9.0,0.09806328
7879,8.0,8.0,0.06389426
7880,9.0,9.0,0.10529294
7881,9.0,9.0,0.30291253
7882,7.0,7.0,0.21253724
7883,2.0,2.0,0.22369006
7884,9.0,9.0,0.11157862
7885,0.0,0.0,0.36824462
7886,3.0,3.0,0.4656179
7887,7.0,7.0,0.31789494
7888,0.0,0.0,0.15987395
7889,5.0,5.0,0.21184006
7890,2.0,2.0,0.14815676
7891,7.0,7.0,0.007999039
7892,3.0,3.0,0.39798072
7893,8.0,8.0,0.057119936
7894,8.0,8.0,0.23530117
7895,6.0,6.0,0.2429357
7896,3.0,3.0,0.41483548
7897,3.0,3.0,0.07953786
7898,3.0,3.0,0.28196782
7899,0.0,0.0,0.12779348
7900,9.0,9.0,0.0029272162
7901,9.0,9.0,0.10635491
7902,6.0,6.0,0.4670578
7903,0.0,0.0,0.05446995
7904,6.0,6.0,0.31443465
7905,2.0,2.0,0.2659184
7906,1.0,1.0,0.13114193
7907,7.0,7.0,0.07345048
7908,4.0,4.0,0.28042656
7909,8.0,8.0,0.22424424
7910,9.0,9.0,0.15125428
7911,7.0,7.0,0.118703365
7912,5.0,5.0,0.22354293
7913,8.0,8.0,0.26494244
7914,9.0,9.0,0.24375646
7915,1.0,1.0,0.32844627
7916,7.0,7.0,0.17277364
7917,0.0,0.0,0.4941963
7918,3.0,3.0,0.57572204
7919,7.0,7.0,0.35585237
7920,6.0,6.0,0.63115656
7921,6.0,6.0,0.02644576
7922,4.0,4.0,0.04772431
7923,0.0,0.0,0.14870732
7924,9.0,9.0,0.33551854
7925,2.0,2.0,0.26524797
7926,1.0,1.0,0.22519529
7927,3.0,3.0,0.029245099
7928,2.0,2.0,0.15457119
7929,4.0,4.0,0.16253223
7930,2.0,2.0,0.23434845
7931,6.0,6.0,0.15781283
7932,4.0,4.0,0.15068734
7933,0.0,0.0,0.10144642
7934,4.0,4.0,0.13609771
7935,4.0,4.0,0.15924732
7936,4.0,4.0,0.16920649
7937,7.0,7.0,0.049706448
7938,7.0,7.0,0.18496433
7939,0.0,0.0,0.0006398206
7940,6.0,6.0,0.07168261
7941,4.0,4.0,0.10381851
7942,7.0,7.0,0.17692927
7943,4.0,4.0,0.040102657
7944,8.0,8.0,0.19078562
7945,1.0,1.0,0.30638343
7946,9.0,9.0,0.3945945
7947,2.0,2.0,0.29561716
7948,9.0,9.0,0.18762389
7949,1.0,1.0,0.1480225
7950,4.0,4.0,0.11661281
7951,9.0,9.0,0.24078365
7952,2.0,2.0,0.06025359
7953,3.0,3.0,0.241513
7954,8.0,8.0,0.2946147
7955,1.0,1.0,0.14739287
7956,0.0,0.0,0.3327238
7957,4.0,4.0,0.15171598
7958,1.0,1.0,0.186667
7959,1.0,1.0,0.0056198994
7960,6.0,6.0,0.1040249
7961,2.0,2.0,0.10930154
7962,2.0,2.0,0.21426804
7963,5.0,5.0,0.03983505
7964,1.0,1.0,0.064839184
7965,4.0,4.0,0.15982765
7966,2.0,2.0,0.24246718
7967,8.0,8.0,0.21720766
7968,6.0,6.0,0.21500587
7969,1.0,1.0,0.34206808
7970,2.0,2.0,0.02824302
7971,3.0,3.0,0.24390414
7972,4.0,4.0,0.24229188
7973,5.0,5.0,0.00096680457
7974,9.0,9.0,0.30056024
7975,1.0,1.0,0.06364474
7976,8.0,8.0,0.14286843
7977,7.0,7.0,0.20623928
7978,6.0,6.0,0.7639387
7979,0.0,0.0,0.15347098
7980,1.0,1.0,0.112627275
7981,3.0,3.0,0.29934764
7982,9.0,9.0,0.10677917
7983,8.0,8.0,0.23130201
7984,3.0,3.0,0.44587967
7985,3.0,3.0,0.13816221
7986,2.0,2.0,0.17789502
7987,3.0,3.0,0.16725917
7988,9.0,9.0,0.27781326
7989,3.0,3.0,0.2111586
7990,7.0,7.0,0.19607735
7991,4.0,4.0,0.44005886
7992,9.0,9.0,0.03484792
7993,7.0,7.0,0.13751307
7994,5.0,5.0,0.2690132
7995,5.0,5.0,0.27098766
7996,8.0,8.0,0.4135873
7997,1.0,1.0,0.18263064
7998,3.0,3.0,0.13211602
7999,9.0,9.0,0.5535407
8000,5.0,5.0,0.16432098
8001,5.0,5.0,0.11840256
8002,8.0,8.0,0.16492766
8003,4.0,4.0,0.06715886
8004,0.0,0.0,0.28296623
8005,7.0,7.0,0.09448004
8006,9.0,9.0,0.15991426
8007,7.0,7.0,0.5435696
8008,9.0,9.0,0.43597323
8009,6.0,6.0,0.08298324
8010,3.0,3.0,0.017609311
8011,7.0,7.0,0.15549529
8012,3.0,3.0,0.27068248
8013,8.0,8.0,0.2955332
8014,9.0,9.0,0.24068737
8015,0.0,0.0,0.047621638
8016,2.0,2.0,0.24454242
8017,0.0,0.0,0.29077336
8018,6.0,6.0,0.27908757
8019,1.0,1.0,0.21884476
8020,8.0,8.0,0.11647916
8021,2.0,2.0,0.374567
8022,9.0,9.0,0.16768517
8023,1.0,1.0,0.1394905
8024,1.0,1.0,0.26787266
8025,2.0,2.0,0.45113313
8026,5.0,5.0,0.0390861
8027,3.0,3.0,0.07931412
8028,5.0,5.0,0.12575135
8029,8.0,8.0,0.0017317439
8030,2.0,2.0,0.15845068
8031,9.0,9.0,0.28880712
8032,6.0,6.0,0.22496685
8033,3.0,3.0,0.52504784
8034,0.0,0.0,0.07818334
8035,7.0,7.0,0.10461434
8036,7.0,7.0,0.055764645
8037,1.0,1.0,0.43965468
8038,9.0,9.0,0.044045888
8039,6.0,6.0,0.19696167
8040,7.0,7.0,0.1105601
8041,2.0,2.0,0.05831768
8042,8.0,8.0,0.28901777
8043,0.0,0.0,0.06685002
8044,4.0,4.0,0.05438266
8045,4.0,4.0,0.0026236244
8046,3.0,3.0,0.0753964
8047,1.0,1.0,0.007705884
8048,0.0,0.0,0.14135616
8049,5.0,5.0,0.33201885
8050,8.0,8.0,0.28078294
8051,4.0,4.0,0.052805934
8052,0.0,0.0,0.118788704
8053,4.0,4.0,0.3794112
8054,8.0,8.0,0.06702438
8055,8.0,8.0,0.22692607
8056,5.0,5.0,0.03249098
8057,9.0,9.0,0.27189416
8058,0.0,0.0,0.13721342
8059,0.0,0.0,0.049200565
8060,7.0,7.0,0.028839275
8061,2.0,2.0,0.1433289
8062,1.0,1.0,0.34066862
8063,8.0,8.0,0.061064776
8064,7.0,7.0,0.09964035
8065,1.0,1.0,0.14958356
8066,9.0,9.0,0.015327632
8067,0.0,0.0,0.21116583
8068,4.0,4.0,0.4138656
8069,7.0,7.0,0.026243411
8070,4.0,4.0,0.04341691
8071,9.0,9.0,0.0940176
8072,6.0,6.0,0.12040778
8073,5.0,5.0,0.18451498
8074,2.0,2.0,0.08564375
8075,9.0,9.0,0.28555518
8076,8.0,8.0,0.11740378
8077,5.0,5.0,0.20421982
8078,4.0,4.0,0.03663328
8079,0.0,0.0,0.15283972
8080,8.0,8.0,0.32543886
8081,3.0,3.0,0.087192446
8082,4.0,4.0,0.2445947
8083,0.0,0.0,0.16047978
8084,3.0,3.0,0.07571604
8085,3.0,3.0,0.16984174
8086,9.0,9.0,0.00042952737
8087,9.0,9.0,0.2506843
8088,5.0,5.0,0.18965782
8089,6.0,6.0,0.030201038
8090,2.0,2.0,0.21923462
8091,8.0,8.0,0.33325988
8092,2.0,2.0,0.42183322
8093,1.0,1.0,0.58906037
8094,3.0,3.0,0.26721746
8095,0.0,0.0,0.16621174
8096,6.0,6.0,0.22071679
8097,5.0,5.0,0.39552787
8098,6.0,6.0,0.0207362
8099,3.0,3.0,0.33828
8100,7.0,7.0,0.4618952
8101,7.0,7.0,0.030427797
8102,9.0,9.0,0.26746106
8103,8.0,8.0,0.3413714
8104,8.0,8.0,0.36858076
8105,7.0,7.0,0.07665394
8106,7.0,7.0,0.347517
8107,0.0,0.0,0.110673845
8108,0.0,0.0,0.3565353
8109,0.0,0.0,0.16265957
8110,0.0,0.0,0.5643677
8111,1.0,1.0,0.13142018
8112,1.0,1.0,0.039861817
8113,0.0,0.0,0.19385286
8114,0.0,0.0,0.038910814
8115,9.0,9.0,0.044773825
8116,2.0,2.0,0.10390363
8117,1.0,1.0,0.20909846
8118,4.0,4.0,0.22277834
8119,6.0,6.0,0.2271352
8120,8.0,8.0,0.15179424
8121,3.0,3.0,0.10967502
8122,5.0,5.0,0.03951228
8123,8.0,8.0,0.19425395
8124,8.0,8.0,0.15538083
8125,1.0,1.0,0.09441818
8126,1.0,1.0,0.16256322
8127,3.0,3.0,0.38098976
8128,1.0,1.0,0.03426377
8129,8.0,8.0,0.07802825
8130,2.0,2.0,0.013475637
8131,7.0,7.0,0.1627603
8132,0.0,0.0,0.13603063
8133,3.0,3.0,0.06453974
8134,0.0,0.0,0.21540166
8135,7.0,7.0,0.29153398
8136,1.0,1.0,0.27914882
8137,7.0,7.0,0.3278359
8138,1.0,1.0,0.25594822
8139,2.0,2.0,0.3081849
8140,3.0,3.0,0.059220377
8141,1.0,1.0,0.34275433
8142,2.0,2.0,0.14485642
8143,1.0,1.0,0.17933899
8144,1.0,1.0,0.05489266
8145,2.0,2.0,0.25559592
8146,5.0,5.0,0.040842175
8147,0.0,0.0,0.511269
8148,6.0,6.0,0.2665412
8149,8.0,8.0,0.15976138
8150,7.0,7.0,0.19870718
8151,1.0,1.0,0.57087564
8152,4.0,4.0,0.16509691
8153,7.0,7.0,0.03440773
8154,0.0,0.0,0.11254482
8155,1.0,1.0,0.020651909
8156,1.0,1.0,0.1729389
8157,9.0,9.0,0.4278411
8158,8.0,8.0,0.14776722
8159,8.0,8.0,0.2395198
8160,1.0,1.0,0.56148314
8161,5.0,5.0,0.10807867
8162,0.0,0.0,0.04749731
8163,1.0,1.0,0.014574263
8164,9.0,9.0,0.38851088
8165,9.0,9.0,0.23869962
8166,2.0,2.0,0.36369547
8167,2.0,2.0,0.014136793
8168,3.0,3.0,0.18477112
8169,6.0,6.0,0.5425569
8170,4.0,4.0,0.38463792
8171,3.0,3.0,0.11792674
8172,7.0,7.0,0.007789341
8173,5.0,5.0,0.12807523
8174,5.0,5.0,0.023707127
8175,4.0,4.0,0.38917318
8176,6.0,6.0,0.628007
8177,2.0,2.0,0.2603213
8178,7.0,7.0,0.14595285
8179,0.0,0.0,0.2564597
8180,7.0,7.0,0.3897072
8181,1.0,1.0,0.030395605
8182,2.0,2.0,0.15397516
8183,8.0,8.0,0.17149965
8184,4.0,4.0,0.044701762
8185,0.0,0.0,0.194176
8186,9.0,9.0,0.22602083
8187,9.0,9.0,0.04497091
8188,1.0,1.0,0.13893458
8189,5.0,5.0,0.19137923
8190,8.0,8.0,0.18083876
8191,7.0,7.0,0.17349967
8192,1.0,1.0,0.09967261
8193,2.0,2.0,0.124874145
8194,6.0,6.0,0.07679566
8195,8.0,8.0,0.21189924
8196,5.0,5.0,0.087928616
8197,4.0,4.0,0.10606016
8198,4.0,4.0,0.0980269
8199,3.0,3.0,0.226662
8200,8.0,8.0,0.1394534
8201,3.0,3.0,0.22498335
8202,7.0,7.0,0.44612968
8203,0.0,0.0,0.10990001
8204,2.0,2.0,0.24553984
8205,5.0,5.0,0.07517817
8206,5.0,5.0,0.04491944
8207,9.0,9.0,0.34696227
8208,3.0,3.0,0.12067563
8209,6.0,6.0,0.043746118
8210,4.0,4.0,0.27090713
8211,0.0,0.0,0.2604306
8212,7.0,7.0,0.20105058
8213,5.0,5.0,0.28325975
8214,6.0,6.0,0.5131544
8215,5.0,5.0,0.079634316
8216,2.0,2.0,0.23402058
8217,9.0,9.0,0.042662326
8218,6.0,6.0,0.13635634
8219,4.0,4.0,0.6182395
8220,1.0,1.0,0.008186904
8221,4.0,4.0,0.16635014
8222,2.0,2.0,0.31769258
8223,1.0,1.0,0.53419036
8224,3.0,3.0,0.5746707
8225,1.0,1.0,0.09323207
8226,9.0,9.0,0.27656972
8227,6.0,6.0,0.14548472
8228,2.0,2.0,0.45660105
8229,4.0,4.0,0.13702606
8230,0.0,0.0,0.039075736
8231,7.0,7.0,0.11395836
8232,1.0,1.0,0.15818371
8233,2.0,2.0,0.29755962
8234,7.0,7.0,0.25449103
8235,0.0,0.0,0.04103069
8236,2.0,2.0,0.0772618
8237,3.0,3.0,0.17009985
8238,0.0,0.0,0.104574166
8239,8.0,8.0,0.4042494
8240,1.0,1.0,0.08146927
8241,8.0,8.0,0.2709158
8242,3.0,3.0,0.18250236
8243,3.0,3.0,0.038380966
8244,1.0,1.0,0.05571377
8245,7.0,7.0,0.30147448
8246,5.0,5.0,0.23761347
8247,9.0,9.0,0.26058066
8248,4.0,4.0,0.18424343
8249,9.0,9.0,0.21375644
8250,2.0,2.0,0.34810457
8251,7.0,7.0,0.33917126
8252,7.0,7.0,0.40575027
8253,3.0,3.0,0.16684659
8254,4.0,4.0,0.07026734
8255,6.0,6.0,0.5147875
8256,9.0,9.0,0.26098096
8257,3.0,3.0,0.08358953
8258,6.0,6.0,0.27420914
8259,4.0,4.0,0.06870134
8260,7.0,7.0,0.59710354
8261,3.0,3.0,0.27742216
8262,8.0,8.0,0.2286842
8263,6.0,6.0,0.05415749
8264,2.0,2.0,0.30025187
8265,4.0,4.0,0.1841323
8266,9.0,9.0,0.30549493
8267,4.0,4.0,0.22346658
8268,5.0,5.0,0.270154
8269,4.0,4.0,0.02834773
8270,9.0,9.0,0.06856996
8271,1.0,1.0,0.15640406
8272,2.0,2.0,0.006690389
8273,0.0,0.0,0.056083083
8274,0.0,0.0,0.08068124
8275,0.0,0.0,0.3443474
8276,7.0,7.0,0.19882438
8277,1.0,1.0,0.14131717
8278,9.0,9.0,0.4010809
8279,9.0,9.0,0.11450323
8280,0.0,0.0,0.10103562
8281,6.0,6.0,0.15935282
8282,3.0,3.0,0.23745528
8283,2.0,2.0,0.07221542
8284,1.0,1.0,0.19431406
8285,1.0,1.0,0.03247478
8286,5.0,5.0,0.12601976
8287,2.0,2.0,0.09325108
8288,5.0,5.0,0.21639335
8289,6.0,6.0,0.18404524
8290,9.0,9.0,0.37910086
8291,7.0,7.0,0.11123049
8292,7.0,7.0,0.174788
8293,4.0,4.0,0.07311485
8294,7.0,7.0,0.106104046
8295,6.0,6.0,0.19525175
8296,6.0,6.0,0.352448
8297,0.0,0.0,0.12861583
8298,0.0,0.0,0.21811454
8299,5.0,5.0,0.27745783
8300,9.0,9.0,0.1688957
8301,6.0,6.0,0.14826971
8302,6.0,6.0,0.2447357
8303,9.0,9.0,0.15899745
8304,8.0,8.0,0.0045572054
8305,7.0,7.0,0.28212246
8306,1.0,1.0,0.14497206
8307,4.0,4.0,0.3535205
8308,8.0,8.0,0.09390354
8309,0.0,0.0,0.00034347104
8310,8.0,8.0,0.2604493
8311,8.0,8.0,0.026105555
8312,2.0,2.0,0.3396201
8313,5.0,5.0,0.07967911
8314,0.0,0.0,0.1691229
8315,0.0,0.0,0.64509416
8316,7.0,7.0,0.04924702
8317,7.0,7.0,0.12623513
8318,8.0,8.0,0.23604526
8319,5.0,5.0,0.24399455
8320,9.0,9.0,0.1968546
8321,5.0,5.0,0.17814857
8322,6.0,6.0,0.06849108
8323,6.0,6.0,0.008011129
8324,7.0,7.0,0.04337878
8325,3.0,3.0,0.2628241
8326,1.0,1.0,0.04764782
8327,0.0,0.0,0.14899266
8328,5.0,5.0,0.13097024
8329,8.0,8.0,0.14811459
8330,1.0,1.0,0.22303584
8331,4.0,4.0,0.01609621
8332,4.0,4.0,0.28362978
